source	interaction_type	target
GRM5	BN	SATB1 
GRM5	BN	Contig41774_RC 
GRM5	BN	AB007863 
GRM5	BN	KCND2 
GRM5	BN	ARHGEF3 
GRM5	BN	AK098797 
GRM5	BN	BC037800 
AK056757	BN	AK055036 
RSE_00000397169	BN	EEF1B2 
RSE_00000397169	BN	C16orf48 
RSE_00000397169	BN	D16584 
ENST00000297572	BN	TMOD1 
ENST00000297572	BN	PRKAG2 
ENST00000297572	BN	ENST00000296548 
AK026743	BN	C21orf96 
RAB6B	BN	NPTX1 
RAB6B	BN	Contig54961_RC 
RAB6B	BN	Contig44093_RC 
RAB6B	BN	LONRF2 
RAB6B	BN	CHRM3 
RAB6B	BN	NDRG3 
RAB6B	BN	AACS 
AK055324	BN	Contig12216_RC 
AK055324	BN	hCT1970992.1 
FZD8	BN	CSPG3 
FZD8	BN	EDNRB 
AL512701	BN	AK022185 
AL512701	BN	AL360204 
ENST00000269720	BN	DLG4 
ENST00000269720	BN	TNFRSF6B 
ENST00000269720	BN	SH3BGRL2 
AF111801	BN	GSTP1 
AF111801	BN	Contig50272_RC 
AF111801	BN	FAM126B 
ENST00000290053	BN	CACNG2 
ENST00000290053	BN	ZBTB7A 
AK022121	BN	Contig31645_RC 
AK022121	BN	Contig25617_RC 
AK022121	BN	AK022265 
AK022121	BN	AK058074 
AK022121	BN	AL833227 
AK022121	BN	CYP2C8 
RSE_00000477442	BN	BQ314224 
C1QTNF4	BN	AF131741 
NM_024730	BN	GPR44 
PJA1	BN	AQP11 
PJA1	BN	AK090892 
MRPS6	BN	HSPB2 
MRPS6	BN	LEPREL1 
MRPS6	BN	RRAD 
MRPS6	BN	PDE4DIP 
MRPS6	BN	HSS00212515 
TAF7L	BN	GRB14 
TAF7L	BN	R3HDM1 
X75685	BN	SOS1 
X75685	BN	AK021977 
X75685	BN	AK023526 
X75685	BN	AK022347 
X75685	BN	HSS00291630 
OGFRL1	BN	ABHD3 
AK057829	BN	AK022155 
AK057829	BN	AK021853 
AK057829	BN	C18orf58 
AK057829	BN	HSS00267021 
AK057829	BN	C10orf75 
AK057829	BN	FRYL 
EFCAB2	BN	C21orf57 
MYH10	BN	RBM9 
MYH10	BN	AB051484 
GABARAPL1	BN	FHL2 
GAGE7B	BN	TASP1 
GAGE7B	BN	GAGE5 
GAGE7B	BN	GAGE7 
GAGE7B	BN	GAGE3 
TEKT1	BN	C6 
AF318328	BN	AK024118 
AF318328	BN	hCT1970937.1 
ENST00000295827	BN	ENST00000299294 
ENST00000295827	BN	HSPA8 
ENST00000295827	BN	hCT7694.2 
ENST00000295827	BN	hCT1644496.2 
ENST00000295827	BN	HSS00257985 
ENST00000295827	BN	hCT1968913.1 
KLHL6	BN	MS4A6A 
KLHL6	BN	NM_032597 
AK023601	BN	Contig38542_RC 
AK023601	BN	Contig35608_RC 
AK023601	BN	NM_024989 
AK023601	BN	FAM27L 
AK023601	BN	BC030740 
ATP6V1G2	BN	GAP43 
ENST00000238803	BN	AK054808 
ENST00000238803	BN	ENST00000278180 
AK021630	BN	AK022430 
SPRYD3	BN	C6orf154 
SPRYD3	BN	PACSIN1 
SPRYD3	BN	hCT1768041.1 
ENST00000258318	BN	XM_173704 
FGFRL1	BN	Contig43791_RC 
FGFRL1	BN	MAPK4 
NM_024941	BN	Contig49306_RC 
NM_024941	BN	Contig40020_RC 
NM_024941	BN	UBLCP1 
NM_024941	BN	PGBD1 
NM_024941	BN	TRUB1 
NM_024941	BN	ATR 
JPH4	BN	LZTS1 
JPH4	BN	SHC3 
JPH4	BN	IDS 
JPH4	BN	Contig36499_RC 
UNC93B1	BN	Contig51797_RC 
UNC93B1	BN	TNFAIP2 
UNC93B1	BN	CMTM3 
SAMSN1	BN	CD53 
SAMSN1	BN	KLHL6 
SAMSN1	BN	C3AR1 
AK024876	BN	Contig37142_RC 
AK024876	BN	FADS1 
AK024876	BN	SESN3 
AK024876	BN	CCDC25 
ADIPOR2	BN	EFHD1 
MUTYH	BN	XM_210340 
MUTYH	BN	XM_172222 
ENST00000274966	BN	UAP1 
ENST00000274966	BN	HIVEP2 
ENST00000274966	BN	hCT2320350 
C1orf198	BN	PHLDB1 
C1orf198	BN	CHST3 
C1orf198	BN	hCT2289034 
C1orf54	BN	LGALS3 
GAGE8	BN	Contig40165_RC 
GAGE8	BN	FOXJ1 
GAGE8	BN	PPP1R3F 
MAP2	BN	BASP1 
MAP2	BN	FBXL16 
MAP2	BN	C14orf2 
ENST00000294694	BN	PICALM 
ENST00000294694	BN	BET1 
ENST00000294694	BN	CTSLL2 
ENST00000294694	BN	MLSTD2 
SLC2A13	BN	MCTP1 
SLC2A13	BN	SCN3A 
SLC2A13	BN	CNTN4 
SLC2A13	BN	C1orf107 
SLC2A13	BN	EFCBP1 
SLC2A13	BN	AK094533 
AK021932	BN	AK021985 
ENST00000295393	BN	NDUFV2 
ENST00000295393	BN	ENST00000294557 
ENST00000295393	BN	ENST00000275563 
ENST00000295393	BN	hCT1644692.1 
ENST00000295393	BN	XM_071167 
AK057810	BN	AK022398 
TUBB6	BN	PLEKHG2 
TUBB6	BN	ITPR3 
TUBB6	BN	AK055564 
TUBB6	BN	EVA1 
TUBB6	BN	IL4R 
TUBB6	BN	hCT2297346 
ENST00000236199	BN	HSS00048911 
ENST00000236199	BN	SLC2A4RG 
SFRS6	BN	XM_210776 
AL713630	BN	AF007137 
AL713630	BN	AK023947 
AL713630	BN	AK054922 
CPLX2	BN	CPLX1 
PSIP1	BN	PPM1J 
PSIP1	BN	hCT2276638 
MS4A8B	BN	GRP 
MS4A8B	BN	LIPC 
MS4A8B	BN	MYBPC2 
ENST00000277146	BN	BLCAP 
ENST00000277146	BN	NM_017786 
ENST00000277146	BN	MPV17L 
ENST00000277146	BN	ENST00000256973 
ENST00000277146	BN	KCTD1 
ENST00000277146	BN	KCTD8 
ENST00000277146	BN	NM_080656 
ENST00000277146	BN	XM_063352 
AK022264	BN	Contig33579_RC 
AK022264	BN	SATB1 
AK022264	BN	Contig34732_RC 
AK022264	BN	AK057907 
AK022264	BN	AK022141 
AK022264	BN	AK057822 
AK022264	BN	NEDD4L 
AK022264	BN	AL833045 
AK022264	BN	HSS00105008 
AK022264	BN	AL832567 
ADH1A	BN	ADH1B 
AK027027	BN	AL157466 
AK027027	BN	GP6 
HSDL2	BN	S100A13 
HSDL2	BN	SLCO1C1 
AK055808	BN	Contig41905_RC 
C10orf90	BN	Contig20441_RC 
C10orf90	BN	C9orf109 
ENST00000300165	BN	RSE_00000658006 
ENST00000300165	BN	ACOT4 
KIAA1731	BN	Contig32758_RC 
KIAA1731	BN	Contig30671_RC 
KIAA1731	BN	AK000792 
KIAA1731	BN	CHD9 
KIAA1731	BN	AF086007 
KIAA1731	BN	RP11-535K18.3 
KIAA1731	BN	PCID2 
KIAA1731	BN	RIF1 
KIAA1731	BN	ALG11 
NRP1	BN	AK024580 
AK057923	BN	Contig42328_RC 
AK057923	BN	AK021801 
AK057923	BN	AK022320 
AB051442	BN	CACNA1I 
CARD6	BN	Contig48208_RC 
CARD6	BN	Contig46351_RC 
CARD6	BN	NM_018370 
CARD6	BN	Contig28226_RC 
CARD6	BN	GIMAP4 
CARD6	BN	SRPX2 
CARD6	BN	COL27A1 
CARD6	BN	HSS00046294 
SMCHD1	BN	Contig35522_RC 
JAM3	BN	TMEM98 
JAM3	BN	CDH1 
JAM3	BN	SLC4A2 
AK055794	BN	C14orf29 
AF087999	BN	Contig25597_RC 
AF087999	BN	KIAA1509 
AF087999	BN	MIA 
AF087999	BN	MKNK2 
AF087999	BN	Contig50004_RC 
AF087999	BN	ARMCX5 
AF087999	BN	FHL5 
AF087999	BN	LRRTM1 
AF087999	BN	GPLD1 
AF087999	BN	AK098087 
AF087999	BN	HSS00143473 
AF087999	BN	HSS00372064 
AF087999	BN	AL359560 
AF087999	BN	HSS00138924 
AF087999	BN	HSS00001365 
AF087999	BN	HSS00330420 
GLT8D2	BN	LAMB1 
GLT8D2	BN	DSG2 
GLT8D2	BN	NOV 
NM_020962	BN	TMEM176A 
NM_020962	BN	AQP4 
ENST00000287660	BN	SMARCC1 
ENST00000287660	BN	ZDHHC21 
AL137494	BN	Contig46232 
AL137494	BN	OR7A5 
LRRC4	BN	C6orf137 
LRRC4	BN	HSS00164397 
MAGEE1	BN	AMPH 
MAGEE1	BN	BEX1 
MAGEE1	BN	NELL2 
MAGEE1	BN	RNF175 
MAGEE1	BN	RP11-393H10.2 
MAGEE1	BN	AF143324 
NRIP2	BN	RAPGEF5 
NRIP2	BN	ACOX1 
NRIP2	BN	FANCC 
NRIP2	BN	AK094447 
ACOT2	BN	ACOT1 
AL161982	BN	AL049357 
HHIP	BN	C18orf1 
HHIP	BN	DMRT2 
HHIP	BN	DEPDC7 
GRRP1	BN	DARC 
ENST00000299383	BN	BCAP29 
ENST00000299383	BN	C17orf75 
ENST00000299383	BN	FUNDC1 
ENST00000299383	BN	ZWILCH 
POPDC3	BN	EBF1 
POPDC3	BN	FGFR3 
POPDC3	BN	DHCR24 
POPDC3	BN	hCT1651665.3 
AF130062	BN	AF147440 
NM_032623	BN	SIX4 
NM_032623	BN	C12orf28 
NM_032623	BN	ABHD3 
ENST00000296448	BN	FABP3 
ENST00000296448	BN	CIDEA 
ENST00000296448	BN	CCNA1 
ENST00000296448	BN	TBR1 
ENST00000296448	BN	EIF3S8 
ENST00000296448	BN	hCT201420.3 
ENST00000296448	BN	hCT1644481.3 
ENST00000296448	BN	FAM87B 
NM_024308	BN	GAS2L3 
OR5B3	BN	XM_101859 
OR5B3	BN	OR4C13 
OR5B3	BN	HSS00022851 
ENPEP	BN	ADAMTS4 
PAQR6	BN	AK027667 
HSFY1	BN	JARID1D 
MEGF10	BN	FOXN2 
MEGF10	BN	GPM6B 
C10orf65	BN	NM_017888 
RSE_00000153248	BN	IMPAD1 
RSE_00000153248	BN	ENST00000295003 
RSE_00000153248	BN	RSE_00000203274 
RSE_00000153248	BN	ENST00000300165 
AK021439	BN	Contig29067_RC 
CAMK1D	BN	KCNB1 
AJ227863	BN	Contig26627_RC 
AJ227863	BN	FBXO30 
AJ227863	BN	PKN2 
AJ227863	BN	NM_153607 
AJ227863	BN	ELK4 
ENST00000295684	BN	MRO 
ENST00000295684	BN	XM_092979 
ARMC9	BN	RFTN1 
ARMC9	BN	CYP19A1 
PIGZ	BN	PCNX 
AF088024	BN	Contig20600_RC 
AF088024	BN	Contig19324_RC 
AF088024	BN	AK000864 
AF088024	BN	ENST00000284765 
AF088024	BN	AF074997 
AF088024	BN	EXPH5 
AF088024	BN	GAS2L3 
AF088024	BN	HSS00084775 
AF088024	BN	AL831861 
AF088024	BN	HSS00169737 
GJA4	BN	Contig45266 
GJA4	BN	HEYL 
PDYN	BN	HTR1D 
AK057980	BN	AL049353 
RTKN	BN	HAPLN2 
RTKN	BN	SMOC1 
PRKAR1B	BN	DBNDD1 
PRKAR1B	BN	CPLX2 
PRKAR1B	BN	MAP1A 
PRKAR1B	BN	AK096249 
AK054822	BN	HSS00001922 
AK057822	BN	PCDH7 
AK057822	BN	AL832567 
AK057822	BN	AK021972 
AK057822	BN	TNFRSF25 
AL049357	BN	Contig6383_RC 
AL049357	BN	BC006563 
AK021634	BN	Contig37072_RC 
AQP4	BN	GOLPH4 
AQP4	BN	GATM 
AQP4	BN	BBOX1 
AQP4	BN	MTTP 
AQP4	BN	KAL1 
AQP4	BN	HSPB8 
AQP4	BN	OSBPL11 
AQP4	BN	hCT1951519.1 
AK025909	BN	ODZ3 
AK025909	BN	NM_014715 
AK022082	BN	Contig34732_RC 
AK022082	BN	AL359582 
AK022082	BN	AK054759 
ENST00000254720	BN	MAPK8IP2 
ENST00000254720	BN	NRSN2 
ENST00000254720	BN	PAX3 
C20orf100	BN	HSS00296548 
SMYD3	BN	STYK1 
SMYD3	BN	MAD2L1 
SMYD3	BN	MAGEF1 
CTSLL3	BN	CTSL 
CTSLL3	BN	CTSLL2 
UCP3	BN	ZFHX2 
UCP3	BN	PLK4 
UCP3	BN	SNORD56 
ELK3	BN	LMO2 
ELK3	BN	CFI 
APOLD1	BN	ADAMTS1 
APOLD1	BN	FOXF1 
APOLD1	BN	NEDD9 
ATP13A4	BN	Contig45549_RC 
ATP13A4	BN	LRAT 
ATP13A4	BN	HSD17B6 
ATP13A4	BN	RYR3 
ATP13A4	BN	S100B 
ATP13A4	BN	DIRC2 
TMEM118	BN	ME3 
TMEM118	BN	NIPSNAP1 
TMEM118	BN	GSTA4 
TMEM118	BN	C3orf26 
NRIP3	BN	ZNF804A 
Contig4539	BN	PON2 
Contig4539	BN	HRSP12 
Contig4539	BN	BMPR1B 
Contig4539	BN	TP53BP2 
Contig4539	BN	GPM6B 
CHX10	BN	Contig40527_RC 
CHX10	BN	Contig34985_RC 
CHX10	BN	C1QL1 
CTHRC1	BN	CD163L1 
ENST00000298211	BN	MAGED1 
ENST00000298211	BN	UQCRC1 
PCDHA5	BN	NM_152773 
C1orf192	BN	TEKT1 
C1orf192	BN	DYNLRB2 
C1orf192	BN	RSHL3 
C1orf192	BN	C13orf26 
C1orf192	BN	C2orf39 
C1orf192	BN	WDR49 
C1orf192	BN	XM_209936 
CXorf21	BN	B3GNT5 
AK055302	BN	Contig51328_RC 
AK055302	BN	RP11-11C5.2 
AK055302	BN	TRHDE 
AK055302	BN	PLCB1 
AK055302	BN	AK091723 
BSCL2	BN	LY6H 
BSCL2	BN	PNMA6A 
BSCL2	BN	ST6GALNAC5 
BSCL2	BN	FKBP1B 
BSCL2	BN	RBP4 
AK055250	BN	NM_182538 
AK055250	BN	11-Sep
AK021572	BN	HSS00146438 
MAGEF1	BN	CCNB1 
ENST00000296973	BN	UBB 
KBTBD9	BN	TUBA8 
KBTBD9	BN	NM_178557 
KBTBD9	BN	AK093907 
SLC32A1	BN	PCP4L1 
SLC32A1	BN	SLIT2 
SLC32A1	BN	GAD1 
SLC32A1	BN	Contig38752_RC 
SLC32A1	BN	MAGI1 
SLC32A1	BN	DLX1 
SLC32A1	BN	SLC10A4 
AL137331	BN	ENST00000298100 
KCND2	BN	NEUROD1 
KCND2	BN	Contig34250_RC 
KCND2	BN	AK095102 
ENST00000295319	BN	SPG3A 
ENST00000295319	BN	NM_006628 
ENST00000295319	BN	TMEM157 
ENST00000295319	BN	RRAGB 
ENST00000295319	BN	hCT9444.1 
PNMA6A	BN	PNMA3 
BTBD10	BN	PTGS2 
BTBD10	BN	PPP2CA 
BTBD10	BN	RGS4 
BTBD10	BN	hCT2306440 
CAPN13	BN	AK094729 
CAPN13	BN	HSS00367153 
RCSD1	BN	CD69 
RCSD1	BN	CENTA2 
AK021493	BN	SEMA6A 
HMGCS1	BN	PANK3 
RFX4	BN	Contig43791_RC 
RFX4	BN	INHBB 
RFX4	BN	DDR1 
RFX4	BN	LIMK2 
RFX4	BN	NM_020962 
RFX4	BN	LRIG1 
RFX4	BN	C9orf61 
AK021481	BN	AK021801 
GPRASP2	BN	CBLN4 
GPRASP2	BN	CRYM 
GPRASP2	BN	STAT4 
GPRASP2	BN	LMO7 
GPRASP2	BN	OLFM3 
GPRASP2	BN	LANCL2 
GPRASP2	BN	NMNAT2 
GPRASP2	BN	TMEM169 
AK058002	BN	RSAD2 
EPSTI1	BN	IFI44 
EPSTI1	BN	IFI27 
EPSTI1	BN	NM_017631 
RSE_00000137758	BN	TMEM102 
RSE_00000137758	BN	THRA 
RSE_00000137758	BN	NM_173702 
ENST00000257675	BN	MVP 
COL6A2	BN	Contig45441_RC 
COL6A2	BN	LTBP2 
COL6A2	BN	FMOD 
COL6A2	BN	MRC2 
COL6A2	BN	RARRES2 
COL6A2	BN	HSS00178724 
ZNF452	BN	IRS1 
TEKT3	BN	FAM18B2 
AK057857	BN	AF038190 
AK057857	BN	AL162042 
AK024629	BN	AK025143 
ENST00000279800	BN	RSE_00000772559 
ENST00000279800	BN	MRPL43 
ENST00000279800	BN	ARNT 
ENST00000279800	BN	OR5V1 
ENST00000279800	BN	BC007549 
ENST00000279800	BN	APOA1 
HTR5A	BN	CDKN3 
HTR5A	BN	GRIN2A 
HTR5A	BN	HTR2C 
HTR5A	BN	SCN3B 
HTR5A	BN	ZNF215 
C18orf58	BN	CD22 
C18orf58	BN	GIPR 
AL137425	BN	MGAT4C 
AL137425	BN	GABRA2 
AL137425	BN	DNAJB14 
AL137425	BN	WDR17 
AK024525	BN	Contig51252 
KCTD1	BN	ACTR3B 
KCTD1	BN	XM_210502 
EDC3	BN	AL049986 
TTYH2	BN	ERBB3 
TTYH2	BN	DYSF 
TTYH2	BN	PLXNB3 
TTYH2	BN	CNTN2 
TTYH2	BN	RTKN 
TTYH2	BN	ADARB2 
TTYH2	BN	NM_175922 
RXFP1	BN	HLF 
RXFP1	BN	GPR85 
RXFP1	BN	AKAP5 
RXFP1	BN	FAM87B 
ENST00000286249	BN	MLXIP 
ENST00000286249	BN	SSTR2 
ENST00000286249	BN	Contig34985_RC 
ENST00000286249	BN	PRKG1 
AK055125	BN	NEGR1 
AK055125	BN	NM_024969 
AK055125	BN	SLITRK4 
AK055125	BN	FLRT3 
AK055125	BN	XM_104054 
AK055125	BN	hCT1820148.1 
NXN	BN	ATBF1 
NXN	BN	FAM38A 
NXN	BN	NM_032947 
NXN	BN	PCK1 
AK024099	BN	AK000176 
IHPK3	BN	DHCR7 
PLD2	BN	FADS2 
PLD2	BN	NM_024648 
PLD2	BN	MASP1 
PLD2	BN	EFEMP1 
AF085983	BN	RP11-50D16.3 
AF085983	BN	RNF141 
AF085983	BN	Contig8660_RC 
AF085983	BN	ZFYVE16 
AF085983	BN	METT5D1 
C20orf102	BN	3-Sep
KIF6	BN	AL109791 
AL512727	BN	AF070632 
AL512727	BN	Contig40026_RC 
ENST00000278180	BN	ALDH1A1 
ENST00000278180	BN	hCT1832899.1 
ENST00000297972	BN	FAM26B 
PAQR8	BN	AL049275 
FAM77C	BN	TMTC2 
FXYD6	BN	SLC22A17 
CCNB1	BN	BUB1B 
CCNB1	BN	QPCT 
CCNB1	BN	ALAS1 
CCNB1	BN	TMEM65 
CCNB1	BN	MAPK9 
CCNB1	BN	TIMM23 
IL7R	BN	KLRB1 
KCNK12	BN	MAST1 
KCNK12	BN	RASL10B 
C3orf26	BN	PRC1 
C3orf26	BN	LRRC49 
C3orf26	BN	ACTR10 
C3orf26	BN	SPATA7 
AK055146	BN	AL161982 
AK055146	BN	AL713780 
AL360204	BN	Contig12508_RC 
AL360204	BN	HSS00085227 
AL360204	BN	U79293 
AK023302	BN	AL050145 
AK023302	BN	ZMAT1 
AK023302	BN	AL353946 
TMEM10	BN	LRP2BP 
TMEM10	BN	AK094960 
CRIP1	BN	ENST00000255883 
CRIP1	BN	ELN 
BRUNOL5	BN	TTC9B 
ENST00000293571	BN	Contig35607_RC 
BHLHB4	BN	BC014174 
AK023999	BN	Contig21674_RC 
AK021793	BN	DUSP19 
SGIP1	BN	GALR1 
SGIP1	BN	HSS00043876 
SGIP1	BN	BC036244 
CRISPLD1	BN	AL137761 
CRISPLD1	BN	PRR16 
ENST00000240820	BN	CMAS 
ENST00000240820	BN	ENST00000299789 
AK023598	BN	PHYHD1 
AK023598	BN	XM_210079 
AK023598	BN	TST 
AK027219	BN	HSS00267021 
ENST00000274544	BN	UGCG 
ENST00000274544	BN	GLRX 
ENST00000274544	BN	SLC16A10 
CAMKK1	BN	PHYHIP 
CAMKK1	BN	ABLIM2 
CAMKK1	BN	RPRML 
CAMKK1	BN	NM_207362 
ZNRF3	BN	CHST7 
ZNRF3	BN	PPAP2B 
MLF1IP	BN	BUB1 
GAGE6	BN	GAGE8 
GAGE6	BN	GAGE4 
ENST00000285338	BN	MAP3K8 
ENST00000285338	BN	NM_021039 
ENST00000285338	BN	PLP2 
ENST00000285338	BN	MYD88 
TSCOT	BN	AK000053 
AK054755	BN	KIF21B 
AK054755	BN	SPTBN4 
EMX2	BN	PHYHD1 
EMX2	BN	BC029166 
EMX2	BN	SLC25A18 
C1orf90	BN	CARHSP1 
C1orf90	BN	XM_211811 
PCDHA12	BN	MIA3 
WDFY4	BN	TSPO 
WDFY4	BN	LGALS9 
WDFY4	BN	APBB1IP 
WDFY4	BN	BC073889 
SLC25A21	BN	HSS00342343 
AF086007	BN	MRAS 
AF086007	BN	HSS00264213 
ENST00000238062	BN	hCT1640121.2 
AK022482	BN	NM_174924 
AK022482	BN	AK097152 
AK024121	BN	Contig33039_RC 
AK024121	BN	Contig21200_RC 
AK024121	BN	RP11-535K18.3 
LGALS3	BN	LGALS3 
LGALS3	BN	HIST1H2AD 
LGALS3	BN	PCK2 
LGALS3	BN	S100A16 
LGALS3	BN	HMGB2 
FAM111A	BN	Contig56026_RC 
BC002770	BN	MDGA1 
BC002770	BN	CRB2 
RP11-535K18.3	BN	COL14A1 
ENST00000278891	BN	C1orf128 
ENST00000278891	BN	PRKAG2 
ENST00000278891	BN	ENST00000258318 
ENST00000278891	BN	ENST00000287660 
CYYR1	BN	PTPRB 
EFHD2	BN	LIN7B 
NOXA1	BN	ABCB9 
NOXA1	BN	NM_024308 
NOXA1	BN	PYCRL 
NOXA1	BN	HP1BP3 
ABCC12	BN	GPR128 
ABCC12	BN	AK058002 
HAPLN2	BN	LIPE 
HAPLN2	BN	NM_178172 
HAPLN2	BN	hCT1824065.2 
HAPLN2	BN	ABCA6 
SLC26A9	BN	hCT1971183.1 
SLC26A9	BN	RP11-139H14.4 
C2orf40	BN	SFRP2 
FAM107B	BN	ERBB3 
FAM107B	BN	AK096685 
ENST00000274460	BN	ENST00000301827 
ENST00000278232	BN	XM_062614 
ATP11C	BN	Contig5667_RC 
AK022370	BN	Contig45062_RC 
AK022370	BN	Contig39408_RC 
AK022370	BN	AK024106 
AK022370	BN	NM_144704 
AK022370	BN	AK000106 
AK055564	BN	SLC16A3 
AL080072	BN	HSS00230103 
PSD2	BN	ASCL1 
PSD2	BN	PYGM 
PSD2	BN	NM_144704 
SCARB1	BN	HSS00016386 
SCARB1	BN	AK023687 
CNDP1	BN	HSD11B1 
PDK1	BN	SLC16A6 
TSPYL1	BN	EGR3 
TSPYL1	BN	DACH2 
TSPYL1	BN	TSPYL4 
ITM2C	BN	IQCA 
KLK14	BN	ENSA 
KLK14	BN	AK095149 
HSPA2	BN	GPR37 
HSPA2	BN	NPC1 
HSPA2	BN	SLC44A1 
HSPA2	BN	LGR5 
HSPA2	BN	NDE1 
HSPA2	BN	FAM53A 
GDPD3	BN	NHLRC1 
GDPD3	BN	RTN4IP1 
GDPD3	BN	STIP1 
ROBO2	BN	DCAMKL1 
ENST00000289853	BN	Contig23809_RC 
ENST00000289853	BN	TSSK3 
ENST00000289853	BN	HSS00006585 
ENST00000289853	BN	XM_087128 
ENST00000289853	BN	XM_072768 
LPHN1	BN	RAB15 
LPHN1	BN	Contig48806_RC 
LPHN1	BN	UNC5A 
LPHN1	BN	PRSS3 
AF086149	BN	ADM 
AF086149	BN	MMP14 
AK023375	BN	Contig39108_RC 
AK023375	BN	AL713637 
TMEM157	BN	DIRAS3 
TMEM157	BN	ENST00000285289 
TMEM157	BN	SEDLP 
RTN4R	BN	DUSP2 
RTN4R	BN	C11orf11 
RTN4R	BN	AK095753 
ENST00000299317	BN	TUBB3 
ENST00000299317	BN	TUBA6 
ENST00000299317	BN	TUBA2 
ENST00000299317	BN	XM_068475 
PPARA	BN	STON2 
PPARA	BN	LRP4 
PPARA	BN	BTBD14A 
PPARA	BN	FBXL7 
PPARA	BN	KLF15 
PPARA	BN	SUSD1 
PPARA	BN	MYO10 
PPARA	BN	TOB2 
PPARA	BN	NM_152519 
AK055457	BN	NM_024867 
AK055457	BN	KCNN2 
AK055457	BN	COL24A1 
PRX	BN	TFF2 
PRX	BN	ENST00000297060 
PRX	BN	IGSF4C 
CD22	BN	Contig28383_RC 
CD22	BN	Contig25356_RC 
CD22	BN	AK055324 
CD22	BN	P2RX7 
CD22	BN	AL832610 
AK022420	BN	X77690 
NM_024687	BN	USP43 
AK023565	BN	Contig24024_RC 
AK023565	BN	ANKRD13D 
AK023565	BN	Contig24152_RC 
AK023565	BN	Contig5667_RC 
AK023565	BN	AK022320 
AK023565	BN	AK024321 
AK023565	BN	HSS00291630 
AK023565	BN	HSS00001474 
SPSB1	BN	AK025016 
AK024106	BN	Contig20749_RC 
AK024106	BN	CSPG2 
AK024106	BN	AK022430 
AK024106	BN	PRSS16 
AK054829	BN	RYR2 
AK054829	BN	AK057857 
AK054829	BN	STEAP2 
CDCA5	BN	ZWILCH 
ENST00000295446	BN	RSE_00000801839 
ENST00000295446	BN	AK3L2 
CYP2W1	BN	XM_210616 
ENST00000266926	BN	VDAC1 
ENST00000266926	BN	ENST00000282037 
ENST00000266926	BN	CYCS 
ENST00000266926	BN	ENST00000238062 
ENST00000266926	BN	hCT2332227 
ENST00000266926	BN	AA083497 
C6orf85	BN	Contig30023_RC 
C6orf85	BN	C16orf34 
C6orf85	BN	RP11-506K6.3 
C6orf85	BN	AL833650 
ENST00000299294	BN	HSPA8 
ENST00000267539	BN	FBXO2 
ENST00000267539	BN	SCG3 
ENST00000267539	BN	NM_018291 
ENST00000267539	BN	SDSL 
ENST00000267539	BN	RP5-1022P6.2 
ZNF740	BN	HOXC13 
IGHA2	BN	ST8SIA4 
IGHA2	BN	HES2 
IGHA2	BN	DCST2 
IGHA2	BN	ZNF705B 
IGHA2	BN	BQ314224 
MALAT1	BN	FAM55C 
WDR40C	BN	SEMA4C 
WDR40C	BN	SLC22A11 
WDR40C	BN	CUL2 
WDR40C	BN	XM_173626 
WDR40C	BN	CYorf14 
HS3ST4	BN	RPRM 
HS3ST4	BN	KRT17 
HS3ST4	BN	ADRA2A 
C1orf97	BN	HSS00049192 
C1orf97	BN	HSS00225998 
PCDH11Y	BN	HS3ST4 
PCDH11Y	BN	OR2L13 
PCDH11Y	BN	PCDH11X 
GPSM3	BN	HMHA1 
GPSM3	BN	ELF4 
GPSM3	BN	WAS 
GPSM3	BN	INPP5D 
GPSM3	BN	AK024366 
GPSM3	BN	CMTM7 
GPSM3	BN	ARHGAP30 
GPSM3	BN	RHBDF2 
GPSM3	BN	RIN3 
GPSM3	BN	PARVG 
GPSM3	BN	MYO1F 
GPSM3	BN	NCF4 
GPR177	BN	NOTCH2NL 
GPR177	BN	GNG12 
GPR177	BN	STK33 
TMEM142A	BN	ELF4 
TMEM142A	BN	TRIM21 
OPCML	BN	NETO2 
OPCML	BN	GRM1 
OPCML	BN	THRB 
OPCML	BN	Contig47405_RC 
OPCML	BN	ARHGEF7 
OPCML	BN	ADD2 
OPCML	BN	PTPRR 
OPCML	BN	AADACL1 
OPCML	BN	AF090096 
CD200	BN	TUFT1 
CD200	BN	ACSL4 
CD200	BN	AK022185 
HSPA12A	BN	AK027027 
HSPA12A	BN	AJ227909 
HSPA12A	BN	HSS00143197 
TINAGL1	BN	CD34 
MLPH	BN	CTSK 
MLPH	BN	Contig46597_RC 
MLPH	BN	PRDM6 
MLPH	BN	HSS00082776 
C1QL3	BN	MEF2C 
C1QL3	BN	DCC 
C1QL3	BN	VSTM2 
C1QL3	BN	HCN1 
C1QL3	BN	hCT1813836.1 
AK022346	BN	Contig23338_RC 
AK022346	BN	Contig25617_RC 
AK022346	BN	NFIA 
AK022346	BN	AK022351 
AK022346	BN	AK022121 
AK022346	BN	AF087961 
PCDHA3	BN	PCDHA11 
PCDHA3	BN	PCDHA13 
PCDHA3	BN	PCDHA12 
PCDHA3	BN	PCDHA6 
AK022117	BN	AK021634 
AK022117	BN	AXUD1 
HSPH1	BN	Contig8977_RC 
HSPH1	BN	ACADS 
HSPH1	BN	Contig42306_RC 
HSPH1	BN	HSP90AB1 
HSPH1	BN	PCK2 
HSPH1	BN	IER5 
HSPH1	BN	C17orf65 
